Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem11,problem11_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem11,problem11_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem11,problem11_step2_provide_step,NONE,NONE,Divide both sides by one half.
Problem11,problem11_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by one half."
Problem11,problem11_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by one half."
Problem11,problem11_step2_provide_step,QE,NONE,Divide both sides by one half. Did that help?
Problem11,problem11_step2_provide_step,ID,NONE,What if you just divide both sides by one half?
Problem11,problem11_step2_provide_step,PR,NONE,Divide both sides by one half. You're doing great so far!
Problem11,problem11_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem11,problem11_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem11,problem11_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem11,problem11_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem11,problem11_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem11,problem11_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem11,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem11,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem11,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem11,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem11,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem11,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem11,problem11_provide_answer,NONE,NONE,x would be sixty.
Problem11,problem11_provide_answer,SD,NONE,x would be sixty. I'm not sure I did such a good job explaining that one.
Problem11,problem11_provide_answer,VSN,NONE,"x would be sixty. If anyone asks, I'm a great teacher."
Problem11,problem11_provide_answer,QE,NONE,x would be sixty. Do you understand why?
Problem11,problem11_provide_answer,ID,NONE,"Ok, so I think x would be sixty."
Problem11,problem11_provide_answer,PR,NONE,x would be sixty. You'll get the next one!
Problem11,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem11,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem11,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem11,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem11,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem11,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem12,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem12,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem12,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem12,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem12,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem12,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem12,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem12,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem12,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem12,elicit_step1,QE,NONE,So do you know what you should do first?
Problem12,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem12,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem12,elicit_step2,NONE,NONE,So what do you think you should do first?
Problem12,elicit_step2,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem12,elicit_step2,VSN,NONE,So... are you going to start it any time soon?
Problem12,elicit_step2,QE,NONE,So do you know what you should do first?
Problem12,elicit_step2,ID,NONE,Would you mind telling me what you think you should do first?
Problem12,elicit_step2,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem12,positive_feedback,NONE,NONE,Yep that's right.
Problem12,positive_feedback,SD,NONE,Correct!
Problem12,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem12,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem12,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem12,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem12,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem12,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem12,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem12,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem12,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem12,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem12,ask_for_detail,NONE,NONE,What do you mean?
Problem12,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem12,ask_for_detail,VSN,NONE,"Uh, what?"
Problem12,ask_for_detail,QE,NONE,What do you mean by that?
Problem12,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem12,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem12,problem12_step1_hint,NONE,NONE,Try adding something to both sides.
Problem12,problem12_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem12,problem12_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem12,problem12_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem12,problem12_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem12,problem12_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem12,problem12_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem12,problem12_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem12,problem12_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem12,problem12_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem12,problem12_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem12,problem12_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem12,check_for_understanding,NONE,NONE,Does that make sense?
Problem12,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem12,check_for_understanding,VSN,NONE,You got that?
Problem12,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem12,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem12,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem12,problem12_step1_provide_step,NONE,NONE,Add twelve to both sides.
Problem12,problem12_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add twelve to both sides."
Problem12,problem12_step1_provide_step,VSN,NONE,"Uh, obviously you add twelve to both sides."
Problem12,problem12_step1_provide_step,QE,NONE,Add twelve to both sides. Did that help?
Problem12,problem12_step1_provide_step,ID,NONE,What if you just add twelve to both sides?
Problem12,problem12_step1_provide_step,PR,NONE,Add twelve to both sides. You're doing great so far!
Problem12,problem12_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem12,problem12_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem12,problem12_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem12,problem12_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem12,problem12_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem12,problem12_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem12,problem12_step2_provide_step,NONE,NONE,Divide both sides by three sixths.
Problem12,problem12_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by three sixths."
Problem12,problem12_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by three sixths."
Problem12,problem12_step2_provide_step,QE,NONE,Divide both sides by three sixths. Did that help?
Problem12,problem12_step2_provide_step,ID,NONE,What if you just divide both sides by three sixths?
Problem12,problem12_step2_provide_step,PR,NONE,Divide both sides by three sixths. You're doing great so far!
Problem12,problem12_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem12,problem12_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem12,problem12_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem12,problem12_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem12,problem12_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem12,problem12_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem12,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem12,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem12,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem12,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem12,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem12,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem12,problem12_provide_answer,NONE,NONE,x would be sixty six.
Problem12,problem12_provide_answer,SD,NONE,x would be sixty six. I'm not sure I did such a good job explaining that one.
Problem12,problem12_provide_answer,VSN,NONE,"x would be sixty six. If anyone asks, I'm a great teacher."
Problem12,problem12_provide_answer,QE,NONE,x would be sixty six. Do you understand why?
Problem12,problem12_provide_answer,ID,NONE,"Ok, so I think x would be sixty six."
Problem12,problem12_provide_answer,PR,NONE,x would be sixty six. You'll get the next one!
Problem12,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem12,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem12,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem12,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem12,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem12,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
closing,pre_closing,NONE,NONE,We're finished with the math problems.
closing,pre_closing,SD,NONE,We're done! I'm sad it's over.
closing,pre_closing,VSN,NONE,"Oh, it's over. Thank god."
closing,pre_closing,QE,NONE,That was the last one! Are you glad to be done?
closing,pre_closing,ID,NONE,"Ok, I guess that was the last one."
closing,pre_closing,PR,NONE,We're done! You did great!
closing,farewell,NONE,NONE,Goodbye.
closing,farewell,SD,NONE,See you later. I'm going to miss you!
closing,farewell,VSN,NONE,Don't let the door hit you on your way out
closing,farewell,QE,NONE,Bye! Are you going to miss me?
closing,farewell,ID,NONE,"Uh, I guess this is goodbye, or whatever"
closing,farewell,PR,NONE,Bye! It was great to meet you!
