Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem13,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem13,check_left_side,NONE,NONE,What's on the left side?
Problem13,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem13,check_left_side,PR,NONE,What's on the left side? You got this!
Problem13,check_right_side,NONE,NONE,What's on the right side?
Problem13,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem13,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem13,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem13,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem13,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem13,elicit_step1,ID,NONE,I guess you should try telling me what you think you should do first.
Problem13,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem13,elicit_step1,RSE,NONE,So what do you think you should do first? This is pretty similar to something we've done before.
Problem13,positive_feedback,NONE,NONE,Yep that's right.
Problem13,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem13,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem13,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem13,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem13,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem13,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem13,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem13,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem13,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem13,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem13,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem13,ask_for_detail,NONE,NONE,What do you mean?
Problem13,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem13,ask_for_detail,VSN,NONE,"Uh, what?"
Problem13,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem13,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem13,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem13,problem13_step1_hint,NONE,NONE,Try dividing something from both sides.
Problem13,problem13_step1_hint,SD,NONE,I usually divide something from both sides on these kind of problems.
Problem13,problem13_step1_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem13,problem13_step1_hint,QE,NONE,Try dividing something here. Do you know what it is?
Problem13,problem13_step1_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem13,problem13_step1_hint,PR,NONE,Try dividing something. You'll figure it out!
Problem13,problem13_step1_hint,RSE,NONE,Try dividing something. Remember that from last time?
Problem13,check_for_understanding,NONE,NONE,Does that make sense?
Problem13,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem13,check_for_understanding,VSN,NONE,You got that?
Problem13,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem13,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem13,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem13,problem13_step1_provide_step,NONE,NONE,Divide three sevenths from both sides.
Problem13,problem13_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide three sevenths from both sides."
Problem13,problem13_step1_provide_step,VSN,NONE,"Uh, obviously you divide three sevenths from both sides."
Problem13,problem13_step1_provide_step,QE,NONE,Divide three sevenths from both sides. Did that help?
Problem13,problem13_step1_provide_step,ID,NONE,What if you just divide three sevenths from both sides?
Problem13,problem13_step1_provide_step,PR,NONE,Divide three sevenths from both sides. You're doing great so far!
Problem13,problem13_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem13,problem13_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem13,problem13_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem13,problem13_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem13,problem13_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem13,problem13_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem13,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem13,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem13,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem13,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem13,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem13,problem13_provide_answer,NONE,NONE,x would be fourteen.
Problem13,problem13_provide_answer,SD,NONE,x would be fourteen. I'm not sure I did such a good job explaining that one.
Problem13,problem13_provide_answer,VSN,NONE,"x would be fourteen. If anyone asks, I'm a great teacher."
Problem13,problem13_provide_answer,QE,NONE,x would be fourteen. Do you understand why?
Problem13,problem13_provide_answer,ID,NONE,"Ok, so I think x would be fourteen."
Problem13,problem13_provide_answer,PR,NONE,x would be fourteen. You'll get the next one!
Problem13,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem13,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem13,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem13,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem13,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem13,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem14,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem14,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem14,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem14,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem14,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem14,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem14,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem14,task_regulation,NONE,NONE,Let's get back on track.
Problem14,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem14,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem14,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem14,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem14,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem14,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem14,acknowledge,NONE,NONE,Yeah
Problem14,partial_correct,NONE,NONE,Close!
Problem14,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem14,partial_correct,VSN,NONE,"Close, but no cigar."
Problem14,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem14,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem14,partial_correct,PR,NONE,Close! You're getting there!
Problem14,next_state_prompt,NONE,NONE,And what would that get you?
Problem14,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem14,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem14,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem14,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem14,repair,NONE,NONE,I'm sorry.
Problem14,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem14,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem14,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem14,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem14,restart,NONE,NONE,Let's start this one over.
Problem14,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem14,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem14,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem14,restart,ID,NONE,I think we should start this one over.
Problem14,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem14,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem14,check_hint,NONE,NONE,What do you think it should be?
Problem14,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem14,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem14,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem14,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem14,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem14,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem14,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem14,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem14,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem14,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem14,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem14,fraction,NONE,NONE,How do we get rid of that fraction?
Problem14,one_step,NONE,NONE,Try doing one step at a time.
Problem14,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem14,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem14,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem14,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem14,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem14,check_left_side,NONE,NONE,What's on the left side?
Problem14,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem14,check_left_side,PR,NONE,What's on the left side? You got this!
Problem14,check_right_side,NONE,NONE,What's on the right side?
Problem14,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem14,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem14,problem14_elicit_step1,NONE,NONE,So how would you start this one?
Problem14,problem14_elicit_step1,SD,NONE,So how would you start this one? Sometimes I don't know how to start these kind of problems.
Problem14,problem14_elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem14,problem14_elicit_step1,ID,NONE,So how do you think you would start this one?
Problem14,problem14_elicit_step1,PR,NONE,So how would you start this one? You look like you know what you're doing.
Problem14,problem14_elicit_step1,RSE,NONE,So how would you start this one? This is pretty similar to something we've done before.
Problem14,positive_feedback,NONE,NONE,Yep that's right.
Problem14,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem14,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem14,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem14,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem14,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem14,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem14,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem14,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem14,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem14,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem14,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem14,ask_for_detail,NONE,NONE,What do you mean?
Problem14,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem14,ask_for_detail,VSN,NONE,"Uh, what?"
Problem14,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem14,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem14,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem14,problem14_step1_hint,NONE,NONE,Try dividing something from both sides.
Problem14,problem14_step1_hint,SD,NONE,I usually divide something from both sides on these kind of problems.
Problem14,problem14_step1_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem14,problem14_step1_hint,QE,NONE,Try dividing something here. Do you know what it is?
Problem14,problem14_step1_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem14,problem14_step1_hint,PR,NONE,Try dividing something. You'll figure it out!
Problem14,problem14_step1_hint,RSE,NONE,Try dividing something. Remember that from last time?
Problem14,check_for_understanding,NONE,NONE,Does that make sense?
Problem14,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem14,check_for_understanding,VSN,NONE,You got that?
Problem14,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem14,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem14,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem14,problem14_step1_provide_step,NONE,NONE,Divide three eighths from both sides.
Problem14,problem14_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide three eighths from both sides."
Problem14,problem14_step1_provide_step,VSN,NONE,"Uh, obviously you divide three eighths from both sides."
Problem14,problem14_step1_provide_step,QE,NONE,Divide three eighths from both sides. Did that help?
Problem14,problem14_step1_provide_step,ID,NONE,What if you just divide three eighths from both sides?
Problem14,problem14_step1_provide_step,PR,NONE,Divide three eighths from both sides. You're doing great so far!
Problem14,problem14_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem14,problem14_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem14,problem14_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem14,problem14_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem14,problem14_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem14,problem14_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem14,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem14,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem14,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem14,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem14,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem14,problem14_provide_answer,NONE,NONE,x would be thirty two.
Problem14,problem14_provide_answer,SD,NONE,x would be thirty two. I'm not sure I did such a good job explaining that one.
Problem14,problem14_provide_answer,VSN,NONE,"x would be thirty two. If anyone asks, I'm a great teacher."
Problem14,problem14_provide_answer,QE,NONE,x would be thirty two. Do you understand why?
Problem14,problem14_provide_answer,ID,NONE,"Ok, so I think x would be thirty two."
Problem14,problem14_provide_answer,PR,NONE,x would be thirty two. You'll get the next one!
Problem14,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem14,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem14,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem14,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem14,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem14,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem15,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem15,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem15,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem15,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem15,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem15,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem15,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem15,task_regulation,NONE,NONE,Let's get back on track.
Problem15,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem15,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem15,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem15,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem15,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem15,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem15,acknowledge,NONE,NONE,Yeah
Problem15,partial_correct,NONE,NONE,Close!
Problem15,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem15,partial_correct,VSN,NONE,"Close, but no cigar."
Problem15,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem15,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem15,partial_correct,PR,NONE,Close! You're getting there!
Problem15,next_state_prompt,NONE,NONE,And what would that get you?
Problem15,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem15,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem15,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem15,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem15,repair,NONE,NONE,I'm sorry.
Problem15,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem15,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem15,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem15,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem15,restart,NONE,NONE,Let's start this one over.
Problem15,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem15,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem15,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem15,restart,ID,NONE,I think we should start this one over.
Problem15,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem15,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem15,check_hint,NONE,NONE,What do you think it should be?
Problem15,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem15,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem15,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem15,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem15,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem15,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem15,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem15,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem15,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem15,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem15,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem15,fraction,NONE,NONE,How do we get rid of that fraction?
Problem15,one_step,NONE,NONE,Try doing one step at a time.
Problem15,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem15,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem15,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem15,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem15,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem15,check_left_side,NONE,NONE,What's on the left side?
Problem15,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem15,check_left_side,PR,NONE,What's on the left side? You got this!
Problem15,check_right_side,NONE,NONE,What's on the right side?
Problem15,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem15,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem15,problem15_elicit_step1,NONE,NONE,So what do you think you should do first?
Problem15,problem15_elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem15,problem15_elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem15,problem15_elicit_step1,ID,NONE,I guess you should try telling me what you think you should do first.
Problem15,problem15_elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem15,problem15_elicit_step1,RSE,NONE,So what do you think you should do first? This is pretty similar to something we've done before.
Problem15,problem15_elicit_step2,NONE,NONE,So what do you think you should do next?
Problem15,problem15_elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem15,problem15_elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem15,problem15_elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem15,problem15_elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem15,problem15_elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem15,positive_feedback,NONE,NONE,Yep that's right.
Problem15,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem15,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem15,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem15,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem15,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem15,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem15,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem15,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem15,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem15,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem15,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem15,ask_for_detail,NONE,NONE,What do you mean?
Problem15,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem15,ask_for_detail,VSN,NONE,"Uh, what?"
Problem15,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem15,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem15,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem15,problem15_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem15,problem15_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem15,problem15_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem15,problem15_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem15,problem15_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem15,problem15_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem15,problem15_step1_hint,RSE,NONE,Try subtracting something. Remember that from last time?
Problem15,problem15_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem15,problem15_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem15,problem15_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem15,problem15_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem15,problem15_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem15,problem15_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem15,problem15_step2_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem15,check_for_understanding,NONE,NONE,Does that make sense?
Problem15,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem15,check_for_understanding,VSN,NONE,You got that?
Problem15,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem15,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem15,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem15,problem15_step1_provide_step,NONE,NONE,Subtract fourteen from both sides.
Problem15,problem15_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract fourteen from both sides."
Problem15,problem15_step1_provide_step,VSN,NONE,"Uh, obviously you subtract fourteen from both sides."
Problem15,problem15_step1_provide_step,QE,NONE,Subtract fourteen from both sides. Did that help?
Problem15,problem15_step1_provide_step,ID,NONE,What if you just subtract fourteen from both sides?
Problem15,problem15_step1_provide_step,PR,NONE,Subtract fourteen from both sides. You're doing great so far!
Problem15,problem15_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem15,problem15_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem15,problem15_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem15,problem15_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
Problem15,problem15_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem15,problem15_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem15,problem15_step2_provide_step,NONE,NONE,Divide both sides by one half.
Problem15,problem15_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by one half."
Problem15,problem15_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by one half."
Problem15,problem15_step2_provide_step,QE,NONE,Divide both sides by one half. Did that help?
Problem15,problem15_step2_provide_step,ID,NONE,What if you just divide both sides by one half?
Problem15,problem15_step2_provide_step,PR,NONE,Divide both sides by one half. You're doing great so far!
Problem15,problem15_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem15,problem15_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem15,problem15_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem15,problem15_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem15,problem15_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem15,problem15_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem15,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem15,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem15,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem15,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem15,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem15,problem15_provide_answer,NONE,NONE,x would be sixty.
Problem15,problem15_provide_answer,SD,NONE,x would be sixty. I'm not sure I did such a good job explaining that one.
Problem15,problem15_provide_answer,VSN,NONE,"x would be sixty. If anyone asks, I'm a great teacher."
Problem15,problem15_provide_answer,QE,NONE,x would be sixty. Do you understand why?
Problem15,problem15_provide_answer,ID,NONE,"Ok, so I think x would be sixty."
Problem15,problem15_provide_answer,PR,NONE,x would be sixty. You'll get the next one!
Problem15,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem15,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem15,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem15,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem15,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem15,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem16,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem16,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem16,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem16,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
